deputat,perc_for,votes_for,tvo,oblast,year,info,proposed,registration,gender,age,birthday,job,city_living,party,tvo_pres,pres_candidate,pres_perc_for,pres_votes_for,winner,average_age,pop_change,region_ideology,previous,ever,funding,power_status,party_ideology,prop_election_forecast,fixed_previous,funding_fixed,true_prob,true_prob_sum,true_prob_two_1
Біловол Олександр Миколайович,,,180,Харківська область,2019,"народився 11 сiчня 1962 року в селі Мурафа Краснокутського району Харківської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, народний депутат України, безпартійний, проживає в селі Петрівське Краснокутського району Харківської області, судимість відсутня, самовисування.",самовисування,2019-06-17,M,57.0,1962-01-11,народний депутат України,проживає в селі Петрівське Краснокутського району Харківської області,Other,180.0,,0.0,0,,41.4,-2.2,blue,True,True,38030.0,no,grey,,True,38030.0,0.932663,1.4819015,0.6293691
Кошеленко Віталій Анатолійович,,,181,Харківська область,2019,"народився 11 сiчня 1972 року в селі Чемужівка Зміївського району Харківської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, голова, Зміївська районна державна адміністрація, член Політичної партії ""Європейська Солідарність"", проживає в селі Чемужівка Зміївського району Харківської області, судимість відсутня, самовисування.",самовисування,2019-06-20,M,47.0,1972-01-11,голова,проживає в селі Чемужівка Зміївського району Харківської області,політична партія європейська солідарність,181.0,Порошенко Петро,6.89944460373592,6497,,41.4,-2.2,blue,False,False,0.0,no,grey,,,0.0,0.3486587,1.0119549,0.34453976
Казаков Олег Євгенович,,,181,Харківська область,2019,"народився 21 вересня 1962 року в місті Макіївка Донецької області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, заступник голови, Харківська районна рада, безпартійний, проживає в місті Харкові, судимість відсутня, самовисування.",самовисування,2019-06-25,M,57.0,1962-09-21,заступник голови,проживає в місті Харкові,Other,181.0,,0.0,0,,41.4,-2.2,blue,False,False,0.0,no,grey,,,0.0,0.18124352,1.0119549,0.17910238
Юрков Володимир Іванович,,,181,Харківська область,2019,"народився 3 серпня 1970 року в селі Братенеця Богодухівського району Харківської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, директор, ДП ""Іскра"", безпартійний, проживає в місті Зміїв Зміївського району Харківської області, судимість відсутня, суб’єкт висування – Політична партія ""ОПОЗИЦІЙНА ПЛАТФОРМА – ЗА ЖИТТЯ"".",політична партія опозиційна платформа  за життя,2019-06-24,M,49.0,1970-08-03,директор,проживає в місті Зміїв Зміївського району Харківської області,Other,181.0,,0.0,0,,41.4,-2.2,blue,False,False,0.0,no,blue,,,0.0,0.10101059,1.0119549,0.09981728
Васіщев Михайло Васильович,,,181,Харківська область,2019,"народився 15 жовтня 1962 року в селі Васіщево Харківського району Харківської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, інженер сектору супроводження договорів центру технічної охорони, Управління поліції охорони в Харківській області, член політичної партії Всеукраїнське об’єднання ""Батьківщина"", проживає в місті Харкові, судимість відсутня, самовисування.",самовисування,2019-06-25,M,57.0,1962-10-15,Other,проживає в місті Харкові,політична партія всеукраїнське обєднання батьківщина,181.0,Тимошенко Юлія,7.801034332621829,7346,,41.4,-2.2,blue,False,False,0.0,no,grey,,,0.0,0.116861664,1.0119549,0.1154811
Строгий Олександр Федорович,,,181,Харківська область,2019,"народився 20 лютого 1958 року в селі Геніївка Зміївського району Харківської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта середня спеціальна, голова, ""Фермерське господарство Строгова Олександра Федоровича"", безпартійний, проживає в місті Харкові, судимість відсутня, самовисування.",самовисування,2019-06-21,M,61.0,1958-02-20,голова,проживає в місті Харкові,Other,181.0,,0.0,0,,41.4,-2.2,blue,False,False,0.0,no,grey,,,0.0,0.26418036,1.0119549,0.26105943
Стремоусов Кирило Сергійович,,,182,Херсонська область,2019,"народився 26 грудня 1976 року в смт Гольмівський Микитівської райради міста Горлівка Донецької області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, директор, ТОВ ""ІА ""ТАВРІЯ-НЬЮС"", безпартійний, проживає в місті Херсоні, судимість відсутня, самовисування.",самовисування,2019-06-17,M,43.0,1976-12-26,директор,проживає в місті Херсоні,Other,182.0,,0.0,0,,40.2,-4.4,grey,False,False,0.0,no,grey,,,0.0,0.20527844,1.7759936,0.115585126
Співаковський Олександр Володимирович,,,182,Херсонська область,2019,"народився 28 березня 1957 року в місті Херсоні, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, народний депутат України, безпартійний, проживає в місті Херсоні, судимість відсутня, самовисування.",самовисування,2019-06-14,M,62.0,1957-03-28,народний депутат України,проживає в місті Херсоні,Other,182.0,,0.0,0,,40.2,-4.4,grey,True,True,62570.0,no,grey,,True,62570.0,0.92274576,1.7759936,0.51956594
Ложичев Олександр Вікторович,,,182,Херсонська область,2019,"народився 22 сiчня 1986 року в місті Потсдам, Німеччина, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, помічник міського голови, виконавчий комітет Херсонської міської ради, член політичної партії Всеукраїнське об’єднання ""Свобода"", проживає в місті Херсоні, судимість відсутня, суб’єкт висування – політична партія Всеукраїнське об’єднання ""Свобода"".",політична партія всеукраїнське обєднання свобода,2019-06-25,M,33.0,1986-01-22,Other,проживає в місті Херсоні,політична партія всеукраїнське обєднання свобода,182.0,Кошулинський Руслан,0.646136323812861,590,,40.2,-4.4,grey,False,False,0.0,no,orange,,,0.0,0.26010057,1.7759936,0.14645356
Мамедов Садіяр Мухтасович,,,182,Херсонська область,2019,"народився 20 листопада 1974 року в к/с ім. Калініна Янгіюльського району Ташкентської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, директор, ТОВ ""Євро-стиль"", член політичної партії ""Громадянська позиція"", проживає в місті Херсоні, судимість відсутня, самовисування.",самовисування,2019-06-17,M,45.0,1974-11-20,директор,проживає в місті Херсоні,політична партія громадянська позиція,182.0,Гриценко Анатолій,4.92596810933941,4498,,40.2,-4.4,grey,False,False,0.0,no,grey,,,0.0,0.20527844,1.7759936,0.115585126
Літвін Валерій Валерійович,,,182,Херсонська область,2019,"народився 20 лютого 1964 року в cелі Первомайське Бериславського району Херсонської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, директор з питань захисту економіки, АТ ""Херсонобленерго"", безпартійний, проживає в селі Кринки Олешківського району Херсонської області, судимість відсутня, самовисування.",самовисування,2019-06-20,M,55.0,1964-02-20,директор,проживає в селі Кринки Олешківського району Херсонської області,Other,182.0,,0.0,0,,40.2,-4.4,grey,False,False,0.0,no,grey,,,0.0,0.18259035,1.7759936,0.102810256
Тихонько Костянтин Сергійович,,,183,Херсонська область,2019,"народився 12 липня 1973 року в місті Боярка Київської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, заступник директора з економіки, ДП ""Дослідний завод спецелектрометалургії ІЕЗ ім. Є.О. Патона"" НАНУ, керівник проектів, ГО ""БФ"" СЛУГА НАРОДУ"", безпартійний, проживає в місті Києві, судимість відсутня, самовисування.",самовисування,2019-06-24,M,46.0,1973-07-12,заступник,проживає в місті Києві,Other,183.0,,0.0,0,,40.2,-4.4,grey,False,False,0.0,no,grey,,,0.0,0.21719071,1.9495274,0.111406855
Бутрій Дмитро Стефанович,,,183,Херсонська область,2019,"народився 15 березня 1973 року в селі Чорнобаївка Білозерського району Херсонської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, перший заступник голови, Херсонська обласна державна адміністрація, безпартійний, проживає в селі Чорнобаївка Білозерського району Херсонської області, судимість відсутня, суб’єкт висування – ПОЛІТИЧНА ПАРТІЯ ""СИЛА І ЧЕСТЬ"".",політична партія сила і честь,2019-06-25,M,46.0,1973-03-15,заступник голови,проживає в селі Чорнобаївка Білозерського району Херсонської області,Other,183.0,,0.0,0,,40.2,-4.4,grey,False,False,0.0,no,orange,,,0.0,0.22936638,1.9495274,0.1176523
Опанащенко Михайло Володимирович,,,183,Херсонська область,2019,"народився 12 грудня 1977 року в місті Каховка Херсонської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, президент, Асоціація ""Мости України"", член Політичної партії ""ОПОЗИЦІЙНА ПЛАТФОРМА – ЗА ЖИТТЯ"", проживає в місті Херсоні, судимість відсутня, суб’єкт висування – Політична партія ""ОПОЗИЦІЙНА ПЛАТФОРМА – ЗА ЖИТТЯ"".",політична партія опозиційна платформа  за життя,2019-06-24,M,42.0,1977-12-12,президент,проживає в місті Херсоні,політична партія опозиційна платформа  за життя,183.0,Бойко Юрій,13.0427079757726,11779,,40.2,-4.4,grey,False,True,0.0,no,blue,,,0.0,0.5018749,1.9495274,0.25743416
Одарченко Юрій Віталійович,,,183,Херсонська область,2019,"народився 5 квiтня 1960 року в місті Херсоні, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, народний депутат України, член політичної партії Всеукраїнське об’єднання ""Батьківщина"", проживає в місті Херсоні, судимість відсутня, суб’єкт висування – політична партія Всеукраїнське об’єднання ""Батьківщина"".",політична партія всеукраїнське обєднання батьківщина,2019-06-24,M,59.0,1960-04-05,народний депутат України,проживає в місті Херсоні,політична партія всеукраїнське обєднання батьківщина,183.0,Тимошенко Юлія,10.9709780646876,9908,,40.2,-4.4,grey,True,True,7710.0,no,orange,,,0.0,0.7409948,1.9495274,0.38008946
Горланов Іван Олександрович,,,183,Херсонська область,2019,"народився 23 квiтня 1985 року в місті Херсоні, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, радник міського голови, виконавчий комітет Херсонської міської ради, член політичної партії Всеукраїнське об’єднання ""Свобода"", проживає в місті Херсоні, судимість відсутня, суб’єкт висування – політична партія Всеукраїнське об’єднання ""Свобода"".",політична партія всеукраїнське обєднання свобода,2019-06-25,M,34.0,1985-04-23,Other,проживає в місті Херсоні,політична партія всеукраїнське обєднання свобода,183.0,Кошулинський Руслан,0.582431818936785,526,,40.2,-4.4,grey,False,False,0.0,no,orange,,,0.0,0.26010057,1.9495274,0.13341725
Ютін Сергій Валерійович,,,184,Херсонська область,2019,"народився 17 вересня 1970 року в місті Державінськ Целіноградської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта загальна середня, тимчасово не працює, безпартійний, проживає в місті Нова Каховка Херсонської області, судимість відсутня, самовисування.",самовисування,2019-06-21,M,49.0,1970-09-17,тимчасово не працює,проживає в місті Нова Каховка Херсонської області,Other,184.0,,0.0,0,,40.2,-4.4,grey,False,False,0.0,no,grey,,,0.0,0.21719071,1.7787734,0.1221014
Вінник Іван Юлійович,,,184,Херсонська область,2019,"народився 3 сiчня 1979 року в місті Нова Каховка Херсонської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, народний депутат України, безпартійний, проживає в місті Нова Каховка Херсонської області, судимість відсутня, самовисування.",самовисування,2019-06-07,M,40.0,1979-01-03,народний депутат України,проживає в місті Нова Каховка Херсонської області,Other,184.0,,0.0,0,,40.2,-4.4,grey,True,True,24650.0,no,grey,,True,24650.0,0.93248624,1.7787734,0.5242299
Колихаєв Ігор Вікторович,,,184,Херсонська область,2019,"народився 8 травня 1971 року в місті Херсоні, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, директор, ТОВ ""ЛАНАПОДОВЕ-1"", ТОВ ""Українська продовольча корпорація"", ТОВ ""Торговий дім ""Продексім"", безпартійний, проживає в місті Херсоні, судимість відсутня, самовисування.",самовисування,2019-06-20,M,48.0,1971-05-08,директор,проживає в місті Херсоні,Other,184.0,,0.0,0,,40.2,-4.4,grey,False,False,0.0,no,grey,,,0.0,0.21719071,1.7787734,0.1221014
Василенко Світлана Миколаївна,,,184,Херсонська область,2019,"народилася 10 липня 1963 року в радгоспі Молода Гвардія Кзильтуського району Кокчетавської області, Казахстан, громадянка України, протягом останніх п’яти років проживає на території України, освіта вища, директор, Миколаївський заклад повної загальної середньої освіти Бериславського району Херсонської області, член політичної партії Всеукраїнське об’єднання ""Свобода"", проживає в селі Одрадокам’янка Бериславського району Херсонської області, судимість відсутня, суб’єкт висування – політична партія Всеукраїнське об’єднання ""Свобода"".",політична партія всеукраїнське обєднання свобода,2019-06-25,F,56.0,1963-07-10,директор,проживає в селі Одрадокам’янка Бериславського району Херсонської області,політична партія всеукраїнське обєднання свобода,184.0,Кошулинський Руслан,0.6677466924211272,643,,40.2,-4.4,grey,False,False,0.0,no,orange,,,0.0,0.21108842,1.7787734,0.11867078
Гринюк Андрій Петрович,,,184,Херсонська область,2019,"народився 16 липня 1965 року в місті Красногорівка Мар’їнського району Донецької області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, начальник відділу випробувань озброєння та боєприпасів, ТОВ ""РУБІН-2017"", безпартійний, проживає в місті Бровари Київської області, судимість відсутня, самовисування.",самовисування,2019-06-15,M,54.0,1965-07-16,начальник,проживає в місті Бровари Київської області,Other,184.0,,0.0,0,,40.2,-4.4,grey,False,False,0.0,no,grey,,,0.0,0.20081735,1.7787734,0.11289653
Ніколенко Микола Валентинович,,,185,Херсонська область,2019,"народився 10 лютого 1957 року в селі Павлівка Генічеського району Херсонської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, керуючий, ФГ ""Даяна"", безпартійний, проживає в селі Привільне Генічеського району Херсонської області, судимість відсутня, самовисування.",самовисування,2019-06-21,M,62.0,1957-02-10,Other,проживає в селі Привільне Генічеського району Херсонської області,Other,185.0,,0.0,0,,40.2,-4.4,grey,False,False,0.0,no,grey,,,0.0,0.18259035,2.0762637,0.087941796
Романій Михайло Дмитрович,,,185,Херсонська область,2019,"народився 13 вересня 1966 року в смт Верхній Рогачик Верхньорогачицького району Херсонської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, голова, фермерське господарство ""Керера-13"", член Політичної партії ""ОПОЗИЦІЙНИЙ БЛОК"", проживає в смт Верхній Рогачик Верхньорогачицького району Херсонської області, судимість відсутня, суб’єкт висування – Політична партія ""ОПОЗИЦІЙНИЙ БЛОК"".",політична партія опозиційний блок,2019-06-25,M,53.0,1966-09-13,голова,проживає в смт Верхній Рогачик Верхньорогачицького району Херсонської області,політична партія опозиційний блок,185.0,Вілкул Олександр,5.85208134070778,5629,,40.2,-4.4,grey,False,False,0.0,no,blue,,,0.0,0.312189,2.0762637,0.15036097
Хлань Сергій Володимирович,,,185,Херсонська область,2019,"народився 29 червня 1972 року в місті Снігурівка Миколаївської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, народний депутат України, безпартійний, проживає в місті Каховка Херсонської області, судимість відсутня, самовисування.",самовисування,2019-06-03,M,47.0,1972-06-29,народний депутат України,проживає в місті Каховка Херсонської області,Other,185.0,,0.0,0,,40.2,-4.4,grey,True,True,11150.0,no,grey,,True,11150.0,0.93685144,2.0762637,0.4512199
Воробйов Олександр Степанович,,,185,Херсонська область,2019,"народився 7 сiчня 1968 року в місті Дніпропетровську, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, голова, Генічеська районна державна адміністрація Херсонської області, безпартійний, проживає в місті Дніпрі, судимість відсутня, самовисування.",самовисування,2019-06-17,M,51.0,1968-01-07,голова,проживає в місті Дніпрі,Other,185.0,,0.0,0,,40.2,-4.4,grey,False,False,0.0,no,grey,,,0.0,0.4438156,2.0762637,0.21375686
Пампуха Геннадій Геннадійович,,,185,Херсонська область,2019,"народився 2 квiтня 1965 року в місті Алма-Ата, Казахстан, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, судовий експерт, ТОВ ""Незалежний інститут судових експертиз"", безпартійний, проживає в місті Києві, судимість відсутня, самовисування.",самовисування,2019-06-14,M,54.0,1965-04-02,Other,проживає в місті Києві,Other,185.0,,0.0,0,,40.2,-4.4,grey,False,False,0.0,no,grey,,,0.0,0.20081735,2.0762637,0.09672054
Кліщевський Сергій Олександрович,,,186,Херсонська область,2019,"народився 10 липня 1976 року в селі Григорівка Чаплинського району Херсонської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, Григорівський сільський голова, безпартійний, проживає в селі Григорівка Чаплинського району Херсонської області, судимість відсутня, самовисування.",самовисування,2019-06-22,M,43.0,1976-07-10,голова,проживає в селі Григорівка Чаплинського району Херсонської області,Other,186.0,,0.0,0,,40.2,-4.4,grey,False,False,0.0,no,grey,,,0.0,0.4506309,2.364333,0.19059537
Рибалко Сергій Вікторович,,,186,Херсонська область,2019,"народився 16 листопада 1968 року в селі Чулаківка Голопристанського району Херсонської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, голова, фермерське господарство ""Аделаїда"", член Політичної партії ""ОПОЗИЦІЙНА ПЛАТФОРМА – ЗА ЖИТТЯ"", проживає в селі Чулаківка Голопристанського району Херсонської області, судимість відсутня, суб’єкт висування – Політична партія ""ОПОЗИЦІЙНА ПЛАТФОРМА – ЗА ЖИТТЯ"".",політична партія опозиційна платформа  за життя,2019-06-24,M,51.0,1968-11-16,голова,проживає в селі Чулаківка Голопристанського району Херсонської області,політична партія опозиційна платформа  за життя,186.0,Бойко Юрій,16.454673299330402,15679,,40.2,-4.4,grey,False,False,0.0,no,blue,,,0.0,0.32313454,2.364333,0.13667049
Квятковський Богдан Костянтинович,,,186,Херсонська область,2019,"народився 26 червня 1973 року в селі Токареве Березнегуватського району Миколаївської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта середня спеціальна, тимчасово не працює, безпартійний, проживає в місті Херсоні, судимість відсутня, самовисування.",самовисування,2019-06-17,M,46.0,1973-06-26,тимчасово не працює,проживає в місті Херсоні,Other,186.0,,0.0,0,,40.2,-4.4,grey,False,False,0.0,no,grey,,,0.0,0.21719071,2.364333,0.09186131
Негой Федір Федорович,,,186,Херсонська область,2019,"народився 9 березня 1958 року в місті Татарбунари Одеської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, народний депутат України, безпартійний, проживає в селі Великі Копані Олешківського району Херсонської області, судимість відсутня, самовисування.",самовисування,2019-06-21,M,61.0,1958-03-09,народний депутат України,проживає в селі Великі Копані Олешківського району Херсонської області,Other,186.0,,0.0,0,,40.2,-4.4,grey,True,True,28900.0,no,grey,,True,28900.0,0.92274576,2.364333,0.39027742
Рищук Євген Миколайович,,,186,Херсонська область,2019,"народився 12 квiтня 1977 року в смт Сиваське Новотроїцького району Херсонської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, голова правління, громадська організація ""КІННИЙ КЛУБ ""ГРАН ПРІ"", безпартійний, проживає в місті Херсоні, судимість відсутня, самовисування.",самовисування,2019-06-14,M,42.0,1977-04-12,голова,проживає в місті Херсоні,Other,186.0,,0.0,0,,40.2,-4.4,grey,False,False,0.0,no,grey,,,0.0,0.4506309,2.364333,0.19059537
Галко Олександр Михайлович,,,187,Хмельницька область,2019,"народився 20 вересня 1978 року в місті Городок Хмельницької області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, старший викладач кафедри права, Хмельницький інститут соціальних технологій вищого навчального закладу ""Відкритий міжнародний університет розвитку людини ""Україна"", безпартійний, проживає в місті Хмельницькому, судимість відсутня, самовисування.",самовисування,2019-06-24,M,41.0,1978-09-20,Other,проживає в місті Хмельницькому,Other,187.0,,0.0,0,,40.9,-4.4,grey,False,False,0.0,no,grey,,,0.0,0.20527844,2.3557193,0.08714045
Діденко Віталій Васильович,,,187,Хмельницька область,2019,"народився 28 листопада 1975 року в місті Хмельницькому, громадянин України, протягом останніх п’яти років проживає на території України, освіта загальна середня, голова, Хмельницька міська організація Всеукраїнського Об’єднання ""Свобода"", член політичної партії Всеукраїнське об’єднання ""Свобода"", проживає в місті Хмельницькому, судимість відсутня, суб’єкт висування – політична партія Всеукраїнське об’єднання ""Свобода"".",політична партія всеукраїнське обєднання свобода,2019-06-22,M,44.0,1975-11-28,голова,проживає в місті Хмельницькому,політична партія всеукраїнське обєднання свобода,187.0,Кошулинський Руслан,5.5986713600802185,5360,,40.9,-4.4,grey,False,False,0.0,no,orange,,,0.0,0.7734986,2.3557193,0.3283492
Мельник Сергій Іванович,,,187,Хмельницька область,2019,"народився 22 лютого 1965 року в селі Моломолинці Хмельницького району Хмельницької області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, народний депутат України, безпартійний, проживає в місті Хмельницькому, судимість відсутня, самовисування.",самовисування,2019-06-10,M,54.0,1965-02-22,народний депутат України,проживає в місті Хмельницькому,Other,187.0,,0.0,0,,40.9,-4.4,grey,True,True,15740.0,no,grey,,True,15740.0,0.942561,2.3557193,0.400116
Франко Іван Петрович,,,187,Хмельницька область,2019,"народився 20 травня 1972 року в місті Дрогобич Львівської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, заступник головного лікаря, Хмельницька обласна лікарня, член ПОЛІТИЧНОЇ ПАРТІЇ ""ЗА КОНКРЕТНІ СПРАВИ"", проживає в місті Хмельницькому, судимість відсутня, самовисування.",самовисування,2019-06-22,M,47.0,1972-05-20,Other,проживає в місті Хмельницькому,Other,187.0,,0.0,0,,40.9,-4.4,grey,False,False,0.0,no,grey,,,0.0,0.21719071,2.3557193,0.092197195
Собко Анатолій Іванович,,,187,Хмельницька область,2019,"народився 1 червня 1970 року в селі Вербка-Мурована Ярмолинецького району Хмельницької області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, директор, ПВРП ""Мазсервіс"", безпартійний, проживає в місті Хмельницькому, судимість відсутня, самовисування.",самовисування,2019-06-24,M,49.0,1970-06-01,директор,проживає в місті Хмельницькому,Other,187.0,,0.0,0,,40.9,-4.4,grey,False,False,0.0,no,grey,,,0.0,0.21719071,2.3557193,0.092197195
Кліщ Віктор Васильович,,,188,Хмельницька область,2019,"народився 30 березня 1962 року в селі Рахнівка Дунаєвецького району Хмельницької області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, фізична особа – підприємець, член Політичної партії ""Зелені"", проживає в місті Хмельницькому, судимість відсутня, самовисування.",самовисування,2019-06-24,M,57.0,1962-03-30,підприємець,проживає в місті Хмельницькому,політична партія зелені,188.0,,0.0,0,,40.9,-4.4,grey,False,False,0.0,no,grey,,,0.0,0.10420681,1.3493034,0.07723008
Очеретянко Віктор Іванович,,,188,Хмельницька область,2019,"народився 2 липня 1970 року в смт Чуднів Чуднівського району Житомирської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, перший проректор, Хмельницький обласний інститут післядипломної педагогічної освіти, безпартійний, проживає в місті Хмельницькому, судимість відсутня, суб’єкт висування – Політична партія ""ОПОЗИЦІЙНИЙ БЛОК"".",політична партія опозиційний блок,2019-06-25,M,49.0,1970-07-02,Other,проживає в місті Хмельницькому,Other,188.0,,0.0,0,,40.9,-4.4,grey,False,False,0.0,no,blue,,,0.0,0.13630468,1.3493034,0.101018555
Наконечний Михайло Павлович,,,188,Хмельницька область,2019,"народився 3 вересня 1956 року в селі Швайківка Бердичівського району Житомирської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, військовий пенсіонер, член політичної партії Всеукраїнське об’єднання ""Батьківщина"", проживає в місті Хмельницькому, судимість відсутня, суб’єкт висування – політична партія Всеукраїнське об’єднання ""Батьківщина"".",політична партія всеукраїнське обєднання батьківщина,2019-06-24,M,63.0,1956-09-03,військовий,проживає в місті Хмельницькому,політична партія всеукраїнське обєднання батьківщина,188.0,Тимошенко Юлія,17.6552937882485,17656,,40.9,-4.4,grey,False,False,0.0,no,orange,,,0.0,0.1108166,1.3493034,0.08212875
Бочкарьова Оксана Валеріївна,,,188,Хмельницька область,2019,"народилася 21 червня 1976 року в місті Хмельницькому, громадянка України, протягом останніх п’яти років проживає на території України, освіта вища, головний лікар, Хмельницький обласний госпіталь ветеранів війни, безпартійнa, проживає в місті Хмельницькому, судимість відсутня, суб’єкт висування – ПОЛІТИЧНА ПАРТІЯ ""СЛУГА НАРОДУ"".",політична партія слуга народу,2019-06-25,F,43.0,1976-06-21,головний лікар,проживає в місті Хмельницькому,Other,188.0,,0.0,0,,40.9,-4.4,grey,False,False,0.0,yes,orange,,,0.0,0.053939838,1.3493034,0.039976064
Лабазюк Сергій Петрович,,,188,Хмельницька область,2019,"народився 4 червня 1980 року в місті Волочиськ Хмельницької області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, народний депутат України, безпартійний, проживає в місті Волочиськ Волочиського району Хмельницької області, судимість відсутня, самовисування.",самовисування,2019-06-20,M,39.0,1980-06-04,народний депутат України,проживає в місті Волочиськ Волочиського району Хмельницької області,Other,188.0,,0.0,0,,40.9,-4.4,grey,True,True,39630.0,no,grey,,True,39630.0,0.9440354,1.3493034,0.69964653
Лопатовський Олег Дмитрович,,,189,Хмельницька область,2019,"народився 14 березня 1969 року в місті Хмельницькому, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, фізична особа – підприємець, член політичної партії Всеукраїнське об’єднання ""Свобода"", проживає в місті Хмельницькому, судимість відсутня, суб’єкт висування – політична партія Всеукраїнське об’єднання ""Свобода"".",політична партія всеукраїнське обєднання свобода,2019-06-22,M,50.0,1969-03-14,підприємець,проживає в місті Хмельницькому,політична партія всеукраїнське обєднання свобода,189.0,Кошулинський Руслан,1.80630936227951,1704,,40.9,-4.4,grey,False,False,0.0,no,orange,,,0.0,0.35041896,2.5164723,0.13925007
Буханевич Олександр Миколайович,,,189,Хмельницька область,2019,"народився 25 лютого 1977 року в селі Печанівка Дзержинського району Житомирської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, голова вченої ради, Хмельницький університет управління та права імені Леоніда Юзькова, безпартійний, проживає в місті Хмельницькому, судимість відсутня, самовисування.",самовисування,2019-06-24,M,42.0,1977-02-25,голова,проживає в місті Хмельницькому,Other,189.0,,0.0,0,,40.9,-4.4,grey,False,False,0.0,no,grey,,,0.0,0.4506309,2.5164723,0.17907247
