deputat	winner	year	oblast	tvo
Кірш Олександр Вікторович 	True	2014	Харківська область	№169
Скоробагач Володимир Іванович 	False	2014	Харківська область	№169
Доровський Олександр Вікторович 	False	2014	Харківська область	№169
Косінов Станіслав Анатолійович 	False	2014	Харківська область	№169
Денисюк Станіслав Федорович 	False	2014	Харківська область	№169
Толмачов Микола Григорович 	False	2014	Харківська область	№169
Гава Олександр Васильович 	False	2014	Харківська область	№169
Бурдов Андрій Леонідович 	False	2014	Харківська область	№169
Бабьонишев Сергій Юрійович 	False	2014	Харківська область	№169
Сілевич Володимир Юрійович 	False	2014	Харківська область	№169
Косінов Євген Олександрович 	False	2014	Харківська область	№169
Сергенюк Роман Степанович 	False	2014	Харківська область	№169
Головков Олег Миколайович 	False	2014	Харківська область	№169
Пожидаєв Геннадій Павлович 	False	2014	Харківська область	№169
Курцев Олексій Юрійович 	False	2014	Харківська область	№169
Почапський Максим Дмитрович 	False	2014	Харківська область	№169
Святаш Дмитро Володимирович 	True	2014	Харківська область	№170
Родзинський Анатолій Анатолійович 	False	2014	Харківська область	№170
Котуков Олександр Анатолійович 	False	2014	Харківська область	№170
Авдєєва Лілія Геннадіївна 	False	2014	Харківська область	№170
Протопопов Роман Ярославович 	False	2014	Харківська область	№170
Лунін Анатолій Васильович 	False	2014	Харківська область	№170
Савинська Надія Олександрівна 	False	2014	Харківська область	№170
Карпенко Сергій Олександрович 	False	2014	Харківська область	№170
Стаднік Роман Сергійович 	False	2014	Харківська область	№170
Родзінський Анатолій Ростиславович 	False	2014	Харківська область	№170
Щербина Катерина Миколаївна 	False	2014	Харківська область	№170
Дробот Дмитро Юрійович 	False	2014	Харківська область	№170
Савченко Сергій Вікторович 	False	2014	Харківська область	№170
Юхнова Ольга Володимирівна 	False	2014	Харківська область	№170
Толокнєєв Сергій Артурович 	False	2014	Харківська область	№170
Фоменко Вячеслав Миколайович 	False	2014	Харківська область	№170
Хулапов Данило Станіславович 	False	2014	Харківська область	№170
Садиков Олексій Валентинович 	False	2014	Харківська область	№170
Клюковська Тетяна Семенівна 	False	2014	Харківська область	№170
Шведов Олег Володимирович 	False	2014	Харківська область	№170
Шульгін Олександр Миколайович 	False	2014	Харківська область	№170
Усманов Дмитро Абдурасулович 	False	2014	Харківська область	№170
Хомутиннік Віталій Юрійович 	True	2014	Харківська область	№171
Чуйко Інна Вікторівна 	False	2014	Харківська область	№171
Золотарьов Володимир Володимирович 	False	2014	Харківська область	№171
Ковтунов Сергій Володимирович 	False	2014	Харківська область	№171
Салигін Васілій Вікторовіч 	False	2014	Харківська область	№171
Черняк Ігор Юрійович 	False	2014	Харківська область	№171
Сметана Олена В’ячеславівна 	False	2014	Харківська область	№171
Грищенко Петро Миколайович 	False	2014	Харківська область	№171
Ткаченко Дмитро Вікторович 	False	2014	Харківська область	№171
Каражанова Макка Сагангаліївна 	False	2014	Харківська область	№171
Кальченко Юрій Іванович 	False	2014	Харківська область	№171
Вітер Геннадій Романович 	False	2014	Харківська область	№171
Павленко Едуард Євгенович 	False	2014	Харківська область	№171
Дронов Володимир Олександрович 	False	2014	Харківська область	№171
Мисик Володимир Юрійович 	True	2014	Харківська область	№172
Гєрасимов Олег Вікторович 	False	2014	Харківська область	№172
Світличний Олександр Вікторович 	False	2014	Харківська область	№172
Давидова Ірина Григорівна 	False	2014	Харківська область	№172
Якушенко Олександр Олексійович 	False	2014	Харківська область	№172
Калашников Олег Анатолійович 	False	2014	Харківська область	№172
Тропачов Віталій Володимирович 	False	2014	Харківська область	№172
Гаспарян Арсен Валерійович 	False	2014	Харківська область	№172
Борщов Геннадій Євгенович 	False	2014	Харківська область	№172
Штучний Михайло Миколайович 	False	2014	Харківська область	№172
Абдуллаєв Iджран Ягуб огли 	False	2014	Харківська область	№172
Денисенко Анатолій Петрович 	True	2014	Харківська область	№173
Чорний Дмитро Валентинович 	False	2014	Харківська область	№173
Старков Костянтин Олександрович 	False	2014	Харківська область	№173
Дебелий Олег Віталійович 	False	2014	Харківська область	№173
Нейчев Ігор Володимирович 	False	2014	Харківська область	№173
Севастянов Борис Олександрович 	False	2014	Харківська область	№173
Чумак Олександр Валерійович 	False	2014	Харківська область	№173
Євтушенко Ірина Юріївна 	False	2014	Харківська область	№173
Портнов Артем Васильович 	False	2014	Харківська область	№173
Білозеров Сергій Олександрович 	False	2014	Харківська область	№173
Лебеденко Олександр Олексійович 	False	2014	Харківська область	№173
Картельов Микола Михайлович 	False	2014	Харківська область	№173
Фельдман Олександр Борисович 	True	2014	Харківська область	№174
Куліченко Анатолій Миколайович 	False	2014	Харківська область	№174
Луценко Ігор Іванович 	False	2014	Харківська область	№174
Худзік Микола Валентинович 	False	2014	Харківська область	№174
Шляхта Юрій Олександрович 	False	2014	Харківська область	№174
Волков Олексій Вікторович 	False	2014	Харківська область	№174
Рожков Володимир Володимирович 	False	2014	Харківська область	№174
Муштаєв Олександр Миколайович 	False	2014	Харківська область	№174
Кропальов Сергій Олегович 	False	2014	Харківська область	№174
Кацуба Володимир Михайлович 	True	2014	Харківська область	№175
Кузан Сергій Васильович 	False	2014	Харківська область	№175
Веретейніков Микола Митрофанович 	False	2014	Харківська область	№175
Литвинов Олексій Іванович 	False	2014	Харківська область	№175
Василиненко Володимир Володимирович 	False	2014	Харківська область	№175
Безрук Володимир Миколайович 	False	2014	Харківська область	№175
Нестеренко Сергій Вікторович 	False	2014	Харківська область	№175
Нікуленко Віктор Іванович 	False	2014	Харківська область	№175
Головко Валерій Олексійович 	False	2014	Харківська область	№175
Квашнін Олександр Юрійович 	False	2014	Харківська область	№175
Кухар Олександр Васильович 	False	2014	Харківська область	№175
Леонов Роман Миколайович 	False	2014	Харківська область	№175
Лаптій Юрій Володимирович 	False	2014	Харківська область	№175
Ніколенко Володимир Михайлович 	False	2014	Харківська область	№175
Шенцев Дмитро Олексійович 	True	2014	Харківська область	№176
Гавриш Степан Богданович 	False	2014	Харківська область	№176
Бєлєвцов Валерій Сергійович 	False	2014	Харківська область	№176
Шмандій Леонід Михайлович 	False	2014	Харківська область	№176
Косолапов Анатолій Григорович 	False	2014	Харківська область	№176
Черкашин Юрій Анатолійович 	False	2014	Харківська область	№176
Одроуш Вікторія Миколаївна 	False	2014	Харківська область	№176
Косовський Віталій Миколайович 	False	2014	Харківська область	№176
Німков Дмитро Олександрович 	False	2014	Харківська область	№176
Швець Микола Іванович 	False	2014	Харківська область	№176
Климець Павло Анатолійович 	False	2014	Харківська область	№176
Вацко Тетяна Костянтинівна 	False	2014	Харківська область	№176
Федоровський Станіслав Геннадійович 	False	2014	Харківська область	№176
Вітренко Віталій Валентинович 	False	2014	Харківська область	№176
Трестер Юлія Олександрівна 	False	2014	Харківська область	№176
Остапчук Віктор Миколайович 	True	2014	Харківська область	№177
Ровчак Андрій Яковлевич 	False	2014	Харківська область	№177
Лущик Олег Дмитрійович 	False	2014	Харківська область	№177
Меркулова Олена Анатоліївна 	False	2014	Харківська область	№177
Співак Маргарита Костянтинівна 	False	2014	Харківська область	№177
Ступаренко Юрій Георгійович 	False	2014	Харківська область	№177
Крохмаль Вадим Юрійович 	False	2014	Харківська область	№177
Місько Тетяна Олександрівна 	False	2014	Харківська область	№177
Поколодний Валерій Вікторович 	False	2014	Харківська область	№177
Томчук Валентина Іванівна 	False	2014	Харківська область	№177
Добкін Дмитро Маркович 	True	2014	Харківська область	№178
Дема Валерій Іванович 	False	2014	Харківська область	№178
Русецький Анатолій Анатолійович 	False	2014	Харківська область	№178
Король Геннадій Степанович 	False	2014	Харківська область	№178
Мухін Борис Володимирович 	False	2014	Харківська область	№178
Библів Владислав Володимирович 	False	2014	Харківська область	№178
Лобас Сергій Вікторович 	False	2014	Харківська область	№178
Борисовський Юрій Анатолійович 	False	2014	Харківська область	№178
Антонова Олена Ростиславівна 	False	2014	Харківська область	№178
Гіршфельд Анатолій Мусійович 	True	2014	Харківська область	№179
Грицак Василь Миколайович 	False	2014	Харківська область	№179
Сліченко Сергій Іванович 	False	2014	Харківська область	№179
Шахматенко Сергій Іванович 	False	2014	Харківська область	№179
Квартенко Роман Олексійович 	False	2014	Харківська область	№179
Діяк Іван Васильович 	False	2014	Харківська область	№179
Полковниченко Олександр Миколайович 	False	2014	Харківська область	№179
Ворожцов Олександр Миколайович 	False	2014	Харківська область	№179
Кудревич Микола Олександрович 	False	2014	Харківська область	№179
Каулько Ігор Євгенович 	False	2014	Харківська область	№179
Тітов Микола Ілліч 	False	2014	Харківська область	№179
Бобровникова Наталія Пилипівна 	False	2014	Харківська область	№179
Момот Микола Федорович 	False	2014	Харківська область	№179
Біловол Олександр Миколайович 	True	2014	Харківська область	№180
Логінов Віталій Вікторович 	False	2014	Харківська область	№180
Юрченко Едуард Петрович 	False	2014	Харківська область	№180
Шаповал Євген Володимирович 	False	2014	Харківська область	№180
Дергоусов Сергій Миколайович 	False	2014	Харківська область	№180
Давидова Людмила Іванівна 	False	2014	Харківська область	№180
Войтенко Віктор Іванович 	False	2014	Харківська область	№180
Кухар Василь Іванович 	False	2014	Харківська область	№180
Манько Дмитро Вілліамович 	False	2014	Харківська область	№180
Іванюкович Ігор Семенович 	False	2014	Харківська область	№180
Янковський Станіслав Анатолійович 	False	2014	Харківська область	№180
Голуб Олександр Юрійович 	False	2014	Харківська область	№180
Камінер Вадим Миколайович 	False	2014	Харківська область	№180
Прийменко Владислав Олександрович 	False	2014	Харківська область	№180
Мураєв Євгеній Володимирович 	True	2014	Харківська область	№181
Глушко Вадим Олександрович 	False	2014	Харківська область	№181
Шмиголь Олександр Миколайович 	False	2014	Харківська область	№181
Груба Сергій Володимирович 	False	2014	Харківська область	№181
Гірман Олег Сергійович 	False	2014	Харківська область	№181
Макаренко Валерій Сергійович 	False	2014	Харківська область	№181
Шейко Олександр Петрович 	False	2014	Харківська область	№181
Гузь Василь Іванович 	False	2014	Харківська область	№181
Тесля Валерій Володимирович 	False	2014	Харківська область	№181
Мельник Олександр Михайлович 	False	2014	Харківська область	№181
Соколовський Олексій Євгенійович 	False	2014	Харківська область	№181
Дериволков Сергій Миколайович 	False	2014	Харківська область	№181
Гончаренко Сергій Володимирович 	False	2014	Харківська область	№181
Георгіян Артем Павлович 	False	2014	Харківська область	№181
Розумний Сергій Михайлович 	False	2014	Харківська область	№181
Співаковський Олександр Володимирович 	True	2014	Херсонська область	№182
Одарченко Юрій Віталійович 	False	2014	Херсонська область	№182
Сальдо Володимир Васильович 	False	2014	Херсонська область	№182
Мангер Владислав Миколайович 	False	2014	Херсонська область	№182
Гірін Владлен Наумович 	False	2014	Херсонська область	№182
Семененко Павло Борисович 	False	2014	Херсонська область	№182
Ігнатенко Сергій Вячеславович 	False	2014	Херсонська область	№182
Яценко Андрій Анатолійович 	False	2014	Херсонська область	№182
Заболотний Олексій Владиславович 	False	2014	Херсонська область	№182
Шелест Петро Григорович 	False	2014	Херсонська область	№182
Крицак Валентина Михайлівна 	False	2014	Херсонська область	№182
Коваль Михайло Іванович 	False	2014	Херсонська область	№182
Гостєва Олена Вікторівна 	False	2014	Херсонська область	№182
Чернишов Олексій Іванович 	False	2014	Херсонська область	№182
Базилев Олександр Володимирович 	False	2014	Херсонська область	№182
Дьяконов Геннадій Едуардович 	False	2014	Херсонська область	№182
Гордєєв Андрій Анатолійович 	True	2014	Херсонська область	№183
Опанащенко Михайло Володимирович 	False	2014	Херсонська область	№183
Дудар Ігор Михайлович 	False	2014	Херсонська область	№183
Семенчев Ігор Ігорович 	False	2014	Херсонська область	№183
Кривонос Володимир Ілліч 	False	2014	Херсонська область	№183
Андрощук Олег Вікторович 	False	2014	Херсонська область	№183
Тріщанович Сергій Валентинович 	False	2014	Херсонська область	№183
Плугатарьов Віталій Анатолійович 	False	2014	Херсонська область	№183
Босакевич Вячеслав Володимирович 	False	2014	Херсонська область	№183
Шкода Сергій Володимирович 	False	2014	Херсонська область	№183
Шмалєй Світлана Вікторівна 	False	2014	Херсонська область	№183
Богданов Віталій Володимирович 	False	2014	Херсонська область	№183
Пелих Віктор Григорович 	False	2014	Херсонська область	№183
Козлов Ігор Владленович 	False	2014	Херсонська область	№183
Щербина Андрій Олександрович 	False	2014	Херсонська область	№183
Кичинський Анатолій Іванович 	False	2014	Херсонська область	№183
Шадрін Володимир Михайлович 	False	2014	Херсонська область	№183
Попутько Юрій Анатолійович 	False	2014	Херсонська область	№183
Матковський Михайло Михайлович 	False	2014	Херсонська область	№183
Чечін Олег Валерійович 	False	2014	Херсонська область	№183
Царюченко Ігор Володимирович 	False	2014	Херсонська область	№183
Ломов Олег Петрович 	False	2014	Херсонська область	№183
Торбін Олександр Вікторович 	False	2014	Херсонська область	№183
Вінник Іван Юлійович 	True	2014	Херсонська область	№184
Дмитрук Микола Ілліч 	False	2014	Херсонська область	№184
Горкун Ганна Всеволодівна 	False	2014	Херсонська область	№184
Лепень Ірена Вікторівна 	False	2014	Херсонська область	№184
Бебко Іван Якович 	False	2014	Херсонська область	№184
Зеленчук Василь Васильович 	False	2014	Херсонська область	№184
Юрчук Микола Дмитрович 	False	2014	Херсонська область	№184
Чачібая Олексій Григорович 	False	2014	Херсонська область	№184
Вінник Володимир Ілліч 	False	2014	Херсонська область	№184
Терлецький Юрій Сергійович 	False	2014	Херсонська область	№184
Ратушний Ігор Алімович 	False	2014	Херсонська область	№184
Костенко Віктор Миколайович 	False	2014	Херсонська область	№184
Розломій Павло Іванович 	False	2014	Херсонська область	№184
Сіленков Борис Віталійович 	False	2014	Херсонська область	№184
Щербина Вікторія Володимирівна 	False	2014	Херсонська область	№184
Хлань Сергій Володимирович 	True	2014	Херсонська область	№185
Кістечок Олександр Дмитрович 	False	2014	Херсонська область	№185
Збаровський Петро Миколайович 	False	2014	Херсонська область	№185
Мельничук Володимир Сергійович 	False	2014	Херсонська область	№185
Бериславський Володимир Миколайович 	False	2014	Херсонська область	№185
Зікранець Олександр Степанович 	False	2014	Херсонська область	№185
Ходорковський Данило Михайлович 	False	2014	Херсонська область	№185
Бертов Євген Вікторович 	False	2014	Херсонська область	№185
Погорілий Віктор Іванович 	False	2014	Херсонська область	№185
Стефанюк Володимир Йосипович 	False	2014	Херсонська область	№185
Негой Федір Федорович 	True	2014	Херсонська область	№186
Попов Віталій Федорович 	False	2014	Херсонська область	№186
Борисов Василь Іванович 	False	2014	Херсонська область	№186
Устинов Єгор Олександрович 	False	2014	Херсонська область	№186
Кравцов Максим Андрійович 	False	2014	Херсонська область	№186
Гурнак Віктор Григорович 	False	2014	Херсонська область	№186
Коваленко Андрій Васильович 	False	2014	Херсонська область	№186
Данько Владислав Віталійович 	False	2014	Херсонська область	№186
Власенко Анатолій Володимирович 	False	2014	Херсонська область	№186
Харуца Ілля Павлович 	False	2014	Херсонська область	№186
Афанасенко Олександр Кирилович 	False	2014	Херсонська область	№186
Золотаревський Костянтин Олександрович 	False	2014	Херсонська область	№186
Мельник Сергій Іванович 	True	2014	Хмельницька область	№187
Мовчан Віталій Андрійович 	False	2014	Хмельницька область	№187
Гончарук Володимир Володимирович 	False	2014	Хмельницька область	№187
Афійчук Руслан Васильович 	False	2014	Хмельницька область	№187
Медведчук Анатолій Борисович 	False	2014	Хмельницька область	№187
Мельник Дмитро Лукіч 	False	2014	Хмельницька область	№187
Баранов Ігор Степанович 	False	2014	Хмельницька область	№187
Садлій Дмитро Михайлович 	False	2014	Хмельницька область	№187
Рохов Руслан Олегович 	False	2014	Хмельницька область	№187
Катеренчук Анатолій Федорович 	False	2014	Хмельницька область	№187
Мороз Наталія Касянівна 	False	2014	Хмельницька область	№187
Прусецький Андрій Вікторович 	False	2014	Хмельницька область	№187
Бугай Іван Тарасович 	False	2014	Хмельницька область	№187
Лаврентій Анатолій Степанович 	False	2014	Хмельницька область	№187
Середюк Вікторія Вікторівна 	False	2014	Хмельницька область	№187
Кірсанова Тетяна Касьянівна 	False	2014	Хмельницька область	№187
Ольховий Микола Миколайович 	False	2014	Хмельницька область	№187
Лабазюк Сергій Петрович 	True	2014	Хмельницька область	№188
Коліщак Віктор Михайлович 	False	2014	Хмельницька область	№188
Беспалов Дмитро Анатолійович 	False	2014	Хмельницька область	№188
Панчук Анатолій Анатолійович 	False	2014	Хмельницька область	№188
Воронецький Словян Ількович 	False	2014	Хмельницька область	№188
Дзісь Михайло Семенович 	False	2014	Хмельницька область	№188
Міщук Алім Володимирович 	False	2014	Хмельницька область	№188
Коліщак Артем Анатолійович 	False	2014	Хмельницька область	№188
Туркот Микола Петрович 	False	2014	Хмельницька область	№188
Кисельов Андрій Сергійович 	False	2014	Хмельницька область	№188
Крутенчук Юрій Васильович 	False	2014	Хмельницька область	№188
Кушнір Іван Степанович 	False	2014	Хмельницька область	№188
Плюта Вадим Олександрович 	False	2014	Хмельницька область	№188
Луцюк Юрій Петрович 	False	2014	Хмельницька область	№188
Кукла Ганна Михайлівна 	False	2014	Хмельницька область	№188
Кондратьєв Сергій Миколайович 	False	2014	Хмельницька область	№188
Головко Леонід Лук’янович 	False	2014	Хмельницька область	№188
Гапонюк Василь Костянтинович 	False	2014	Хмельницька область	№188
Шинькович Андрій Васильович 	True	2014	Хмельницька область	№189
Сабій Ігор Михайлович 	False	2014	Хмельницька область	№189
Іващук Сергій Петрович 	False	2014	Хмельницька область	№189
Василик Тетяна Павлівна 	False	2014	Хмельницька область	№189
Буханевич Олександр Миколайович 	False	2014	Хмельницька область	№189
Омельчук Ольга Іванівна 	False	2014	Хмельницька область	№189
Адамський Віктор Романович 	False	2014	Хмельницька область	№189
Галищук Володимир Іванович 	False	2014	Хмельницька область	№189
Петринюк Василь Андрійович 	False	2014	Хмельницька область	№189
Арсенюк Петро Іванович 	False	2014	Хмельницька область	№189
Чумаков Андрій Анатолійович 	False	2014	Хмельницька область	№189
Артемчук Анатолій Володимирович 	False	2014	Хмельницька область	№189
Кравчук Василь Миколайович 	False	2014	Хмельницька область	№189
Коваль Андрій Олександрович 	False	2014	Хмельницька область	№189
Момот Наталія Станіславівна 	False	2014	Хмельницька область	№189
Фурсов Андрій Володимирович 	False	2014	Хмельницька область	№189
Мацола Роман Миколайович 	True	2014	Хмельницька область	№190
Сидор Василь Богданович 	False	2014	Хмельницька область	№190
Миклуш Олександр Петрович 	False	2014	Хмельницька область	№190
Ковальчук Василь Васильович 	False	2014	Хмельницька область	№190
Вавринчук Сергій Михайлович 	False	2014	Хмельницька область	№190
Оврашко Сергій Миколайович 	False	2014	Хмельницька область	№190
Побережна Анна Валеріївна 	False	2014	Хмельницька область	№190
Зелінський Андрій Леонідович 	False	2014	Хмельницька область	№190
Волянський Володимир Васильович 	False	2014	Хмельницька область	№190
Войтюк Наталія Олексіївна 	False	2014	Хмельницька область	№190
Дем’янов Анатолій Анатолійович 	False	2014	Хмельницька область	№190
Старик Михайло Григорович 	False	2014	Хмельницька область	№190
Міна В’ячеслав Григорович 	False	2014	Хмельницька область	№190
Процюк Сергій Михайлович 	False	2014	Хмельницька область	№190
Бондар Віктор Васильович 	True	2014	Хмельницька область	№191
Москаль Денис Денисович 	False	2014	Хмельницька область	№191
Кольгофер Оксана Вікторівна 	False	2014	Хмельницька область	№191
Мельничук Микола Степанович 	False	2014	Хмельницька область	№191
Хитрук Ігор Вікторович 	False	2014	Хмельницька область	№191
Кравчук Юрій Миколайович 	False	2014	Хмельницька область	№191
Афанасьєв Олександр Вікторович 	False	2014	Хмельницька область	№191
Бондар Віктор Іванович 	False	2014	Хмельницька область	№191
Теленько Богдан Петрович 	False	2014	Хмельницька область	№191
Пономарьов Сергій Вікторович 	False	2014	Хмельницька область	№191
Дерикот Микола Васильович 	False	2014	Хмельницька область	№191
Мурза Валерій Григорович 	False	2014	Хмельницька область	№191
Чайковський Михайло Євгенович 	False	2014	Хмельницька область	№191
Починок Андрій Миколайович 	False	2014	Хмельницька область	№191
Безкоровальний Володимир Іванович 	False	2014	Хмельницька область	№191
Слободянюк Віталій Борисович 	False	2014	Хмельницька область	№191
Островський Олександр Олексійович 	False	2014	Хмельницька область	№191
Люшенко Ігор Васильович 	False	2014	Хмельницька область	№191
Кліщ Віктор Васильович 	False	2014	Хмельницька область	№191
Герега Олександр Володимирович 	True	2014	Хмельницька область	№192
Мусій Мирослав Ярославович 	False	2014	Хмельницька область	№192
Браславець Ольга Василівна 	False	2014	Хмельницька область	№192
Площинський Микола Альбінович 	False	2014	Хмельницька область	№192
Трофемлюк Іван Петрович 	False	2014	Хмельницька область	№192
Матвеєв Валерій Іванович 	False	2014	Хмельницька область	№192
Омельчук Костянтин Миколайович 	False	2014	Хмельницька область	№192
Пилипенко Валерій Віталійович 	False	2014	Хмельницька область	№192
Франків Сергій Петрович 	False	2014	Хмельницька область	№192
Мельниченко Володимир Володимирович 	True	2014	Хмельницька область	№193
Худняк Віктор Анатолійович 	False	2014	Хмельницька область	№193
Мазурчак Олександр Володимирович 	False	2014	Хмельницька область	№193
Жоган Микола Вячеславович 	False	2014	Хмельницька область	№193
Барановський Володимир Євгенович 	False	2014	Хмельницька область	№193
Черній Ольга Володимирівна 	False	2014	Хмельницька область	№193
Дубицький Віталій В’ячеславович 	False	2014	Хмельницька область	№193
Мазуренко Анатолій Прокопович 	False	2014	Хмельницька область	№193
Кохановська Вікторія Святославівна 	False	2014	Хмельницька область	№193
Салій Інна Володимирівна 	False	2014	Хмельницька область	№193
Мендограло Вадим Миколайович 	False	2014	Хмельницька область	№193
Приступа Петро Адольфович 	False	2014	Хмельницька область	№193
Єленчак Уляна Вадимівна 	False	2014	Хмельницька область	№193
Дюднєв Артем Михайлович 	False	2014	Хмельницька область	№193
Петренко Олег Миколайович 	True	2014	Черкаська область	№194
Жуковська Валентина Борисівна 	False	2014	Черкаська область	№194
Бондаренко Анатолій Васильович 	False	2014	Черкаська область	№194
Габров Андрій Володимирович 	False	2014	Черкаська область	№194
Леус Роман Анатолійович 	False	2014	Черкаська область	№194
Гудзенко Володимир Вікторович 	False	2014	Черкаська область	№194
Драгунов Віктор Юрійович 	False	2014	Черкаська область	№194
Назаренко Сергій Анатолійович 	False	2014	Черкаська область	№194
Мельниченко Геннадій Петрович 	False	2014	Черкаська область	№194
Авраменко Олена Анатоліївна 	False	2014	Черкаська область	№194
Шокал Олександр Миколайович 	False	2014	Черкаська область	№194
Осіпенко Тетяна Сергіївна 	False	2014	Черкаська область	№194
Зубик Володимир Володимирович 	True	2014	Черкаська область	№195
Турченяк Олександр Васильович 	False	2014	Черкаська область	№195
Добровольський Микола Михайлович 	False	2014	Черкаська область	№195
Юрченко Василь Григорович 	False	2014	Черкаська область	№195
Черевань Андрій Борисович 	False	2014	Черкаська область	№195
Гетьман Олексій Юрійович 	False	2014	Черкаська область	№195
Арсенюк Олексій Максимович 	False	2014	Черкаська область	№195
Гуляницький Артем Артурович 	False	2014	Черкаська область	№195
Лазарєва Олена Миколаївна 	False	2014	Черкаська область	№195
Радченко Семен Володимирович 	False	2014	Черкаська область	№195
Малий Олег Георгійович 	False	2014	Черкаська область	№195
Чуприна Олександр Олександрович 	False	2014	Черкаська область	№195
Марченко Юрій Іванович 	False	2014	Черкаська область	№195
Бобов Геннадій Борисович 	True	2014	Черкаська область	№196
Власенко Юрій Петрович 	False	2014	Черкаська область	№196
Сінгаєвський Олександр Миколайович 	False	2014	Черкаська область	№196
Зуєнко Володимир Лаврентійович 	False	2014	Черкаська область	№196
Коваль Сергій Валентинович 	False	2014	Черкаська область	№196
Носачов Сергій Анатолійович 	False	2014	Черкаська область	№196
Маштепа Олександр Петрович 	False	2014	Черкаська область	№196
Комар Руслан Олександрович 	False	2014	Черкаська область	№196
Обуховський Руслан Сергійович 	False	2014	Черкаська область	№196
Дядченко Юрій Олександрович 	False	2014	Черкаська область	№196
Биковець Вячеслав Михайлович 	False	2014	Черкаська область	№196
Рудий Андрій Федорович 	False	2014	Черкаська область	№196
Гончар Віктор Іванович 	False	2014	Черкаська область	№196
Педченко Сергій Іванович 	False	2014	Черкаська область	№196
Гиза Інна Ігорівна 	False	2014	Черкаська область	№196
Орєхов Сергій Миколайович 	False	2014	Черкаська область	№196
Медведев Євген Юрійович 	False	2014	Черкаська область	№196
Лозінський Олександр Анатолійович 	False	2014	Черкаська область	№196
Голуб Владислав Володимирович 	True	2014	Черкаська область	№197
Даценко Леонід Миколайович 	False	2014	Черкаська область	№197
Гайович Вадим Юрійович 	False	2014	Черкаська область	№197
Овчаренко Станіслав Анатолійович 	False	2014	Черкаська область	№197
Рябошлик Олександр Володимирович 	False	2014	Черкаська область	№197
Єрмак Владислав Анатолійович 	False	2014	Черкаська область	№197
Некраса Лариса Олександрівна 	False	2014	Черкаська область	№197
Даценко Іван Васильович 	False	2014	Черкаська область	№197
Костогриз Іван Іванович 	False	2014	Черкаська область	№197
Даценко Олег Васильович 	False	2014	Черкаська область	№197
Кривенець Володимир Іванович 	False	2014	Черкаська область	№197
Клименко Володимир Андрійович 	False	2014	Черкаська область	№197
Ладан Микола Іванович 	False	2014	Черкаська область	№197
Карпенко Андрій Аркадійович 	False	2014	Черкаська область	№197
Матюша Володимир Миколайович 	False	2014	Черкаська область	№197
Рудик Сергій Ярославович 	True	2014	Черкаська область	№198
Тимошенко Віктор Анатолійович 	False	2014	Черкаська область	№198
Решетняк Вадим Володимирович 	False	2014	Черкаська область	№198
Кувіта Юрій Васильович 	False	2014	Черкаська область	№198
Грошев Володимир Володимирович 	False	2014	Черкаська область	№198
Волинець Руслан Миколайович 	False	2014	Черкаська область	№198
