deputat,partia,perc_for,votes_for,tvo,oblast,year,tvo_pres,pres_candidate,pres_perc_for,pres_votes_for,winner,info,proposed,registration,gender,age,birthday,job,city_living,average_age,pop_change,region_ideology,previous,funding,power_status,party_ideology,prop_election_forecast
Колихаєв Ігор Вікторович,Самовисування,NA,NA,184,Херсонська область,2019,184,NA,0,0,NA,"народився 8 травня 1971 року в місті Херсоні, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, директор, ТОВ ""ЛАНАПОДОВЕ-1"", ТОВ ""Українська продовольча корпорація"", ТОВ ""Торговий дім ""Продексім"", безпартійний, проживає в місті Херсоні, судимість відсутня, самовисування.",Самовисування,20.06.2019,M,48,8.5.1971,директор,проживає в місті Херсоні,40.2,-4.4,grey,0,0,no,grey,NA
Побийвовк Микола Олександрович,Самовисування,NA,NA,184,Херсонська область,2019,184,NA,0,0,NA,"народився 2 серпня 1986 року в смт Велика Лепетиха Херсонської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, фізична особа – підприємець, безпартійний, проживає в місті Києві, судимість відсутня, самовисування.",Самовисування,24.06.2019,M,33,2.8.1986,фізична особа – підприємець,проживає в місті Києві,40.2,-4.4,grey,0,0,no,grey,NA
Репілевський Данило Едуардович,"ПОЛІТИЧНА ПАРТІЯ ""СЛУГА НАРОДУ""",NA,NA,184,Херсонська область,2019,184,Зеленський Володимир,37.6928988306644,36296,NA,"народився 16 грудня 1987 року в місті Херсоні, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, директор, ""Семена Плюс"", безпартійний, проживає в селі Кам’янка Каховського району Херсонської області, судимість відсутня, суб’єкт висування – ПОЛІТИЧНА ПАРТІЯ ""СЛУГА НАРОДУ"".","ПОЛІТИЧНА ПАРТІЯ ""СЛУГА НАРОДУ""",25.06.2019,M,32,16.12.1987,директор,проживає в селі Кам’янка Каховського району Херсонської області,40.2,-4.4,grey,0,0,yes,orange,NA
Сандул Сергій Миколайович,Самовисування,NA,NA,184,Херсонська область,2019,184,NA,0,0,NA,"народився 9 серпня 1961 року в селищі Білине Балтського району Одеської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта професійно-технічна, механік, ТОВ ""Д-Стиль"", безпартійний, проживає в місті Нова Каховка Херсонської області, судимість відсутня, самовисування.",Самовисування,06.06.2019,M,58,9.8.1961,механік,проживає в місті Нова Каховка Херсонської області,40.2,-4.4,grey,0,0,no,grey,NA
Скопіч Олексій Васильович,"Політична партія ""ОПОЗИЦІЙНИЙ БЛОК""",NA,NA,184,Херсонська область,2019,184,Вілкул Олександр,5.4302448750701,5229,NA,"народився 26 грудня 1974 року в селі Червоноблагодатне Горностаївського району Херсонської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, фізична особа – підприємець, член Політичної партії ""ОПОЗИЦІЙНИЙ БЛОК"", проживає в смт Велика Лепетиха Великолепетиського району Херсонської області, судимість відсутня, суб’єкт висування – Політична партія ""ОПОЗИЦІЙНИЙ БЛОК"".","Політична партія ""ОПОЗИЦІЙНИЙ БЛОК""",25.06.2019,M,45,26.12.1974,фізична особа – підприємець,проживає в смт Велика Лепетиха Великолепетиського району Херсонської області,40.2,-4.4,grey,0,0,no,blue,NA
Ютін Сергій Валерійович,Самовисування,NA,NA,184,Херсонська область,2019,184,NA,0,0,NA,"народився 17 вересня 1970 року в місті Державінськ Целіноградської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта загальна середня, тимчасово не працює, безпартійний, проживає в місті Нова Каховка Херсонської області, судимість відсутня, самовисування.",Самовисування,21.06.2019,M,49,17.9.1970,тимчасово не працює,проживає в місті Нова Каховка Херсонської області,40.2,-4.4,grey,0,0,no,grey,NA
Воробйов Олександр Степанович,Самовисування,NA,NA,185,Херсонська область,2019,185,NA,0,0,NA,"народився 7 сiчня 1968 року в місті Дніпропетровську, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, голова, Генічеська районна державна адміністрація Херсонської області, безпартійний, проживає в місті Дніпрі, судимість відсутня, самовисування.",Самовисування,17.06.2019,M,51,7.1.1968,голова,проживає в місті Дніпрі,40.2,-4.4,grey,0,0,no,grey,NA
Давидюк Сергій Петрович,"ПОЛІТИЧНА ПАРТІЯ ""РАЗОМ СИЛА""",NA,NA,185,Херсонська область,2019,185,NA,0,0,NA,"народився 23 листопада 1976 року в місті Нова Каховка Херсонської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, тимчасово не працює, член ПОЛІТИЧНОЇ ПАРТІЇ ""РАЗОМ СИЛА"", проживає в місті Нова Каховка Херсонської області, судимість відсутня, суб’єкт висування – ПОЛІТИЧНА ПАРТІЯ ""РАЗОМ СИЛА"".","ПОЛІТИЧНА ПАРТІЯ ""РАЗОМ СИЛА""",25.06.2019,M,43,23.11.1976,тимчасово не працює,проживає в місті Нова Каховка Херсонської області,40.2,-4.4,grey,0,0,no,grey,NA
Іванов Володимир Ілліч,"ПОЛІТИЧНА ПАРТІЯ ""СЛУГА НАРОДУ""",NA,NA,185,Херсонська область,2019,185,Зеленський Володимир,35.6978001413898,34337,NA,"народився 14 липня 1982 року в місті Херсоні, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, директор з виробництва, ТОВ ""Агропроект-Юг"", член ПОЛІТИЧНОЇ ПАРТІЇ ""СЛУГА НАРОДУ"", проживає в місті Херсоні, судимість відсутня, суб’єкт висування – ПОЛІТИЧНА ПАРТІЯ ""СЛУГА НАРОДУ"".","ПОЛІТИЧНА ПАРТІЯ ""СЛУГА НАРОДУ""",25.06.2019,M,37,14.7.1982,директор з виробництва,проживає в місті Херсоні,40.2,-4.4,grey,0,0,yes,orange,NA
Кістечок Олександр Дмитрович,"політична партія Всеукраїнське об’єднання ""Батьківщина""",NA,NA,185,Херсонська область,2019,185,Тимошенко Юлія,8.87012933006196,8532,NA,"народився 19 червня 1963 року в cмт Новоолексіївка Генічеського району Херсонської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, директор, ТOB ""Дніпро"", член політичної партії Всеукраїнське об’єднання ""Батьківщина"", проживає в місті Генічеськ Генічеського району Херсонської області, судимість відсутня, суб’єкт висування – політична партія Всеукраїнське об’єднання ""Батьківщина"".","політична партія Всеукраїнське об’єднання ""Батьківщина""",24.06.2019,M,56,19.6.1963,директор,проживає в місті Генічеськ Генічеського району Херсонської області,40.2,-4.4,grey,0,0,no,orange,NA
Мельник Михайло Андрійович,"Політична партія ""Партія місцевого самоврядування""",NA,NA,185,Херсонська область,2019,185,NA,0,0,NA,"народився 28 лютого 1958 року в селі Злазно Костопільського району Рівненської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, виконувач обов’язків директора, Херсонська філія державної установи ""Інститут охорони ґрунтів України"", член Політичної партії ""Партія місцевого самоврядування"", проживає в місті Херсоні, судимість відсутня, суб’єкт висування – Політична партія ""Партія місцевого самоврядування"".","Політична партія ""Партія місцевого самоврядування""",25.06.2019,M,61,28.2.1958,виконувач обов’язків директора,проживає в місті Херсоні,40.2,-4.4,grey,0,0,no,grey,NA
Мясникян Вегандз Деренікович,Самовисування,NA,NA,185,Херсонська область,2019,185,NA,0,0,NA,"народився 7 березня 1995 року в селі Софіївка Новотроїцького району Херсонської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, Роздольненський сільський голова Каховського району Херсонської області, безпартійний, проживає в місті Каховка Херсонської області, судимість відсутня, самовисування.",Самовисування,20.06.2019,M,24,7.3.1995,Роздольненський сільський голова Каховського району Херсонської області,проживає в місті Каховка Херсонської області,40.2,-4.4,grey,0,0,no,grey,NA
Ніколенко Микола Валентинович,Самовисування,NA,NA,185,Херсонська область,2019,185,NA,0,0,NA,"народився 10 лютого 1957 року в селі Павлівка Генічеського району Херсонської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, керуючий, ФГ ""Даяна"", безпартійний, проживає в селі Привільне Генічеського району Херсонської області, судимість відсутня, самовисування.",Самовисування,21.06.2019,M,62,10.2.1957,керуючий,проживає в селі Привільне Генічеського району Херсонської області,40.2,-4.4,grey,0,0,no,grey,NA
Пампуха Геннадій Геннадійович,Самовисування,NA,NA,185,Херсонська область,2019,185,NA,0,0,NA,"народився 2 квiтня 1965 року в місті Алма-Ата, Казахстан, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, судовий експерт, ТОВ ""Незалежний інститут судових експертиз"", безпартійний, проживає в місті Києві, судимість відсутня, самовисування.",Самовисування,14.06.2019,M,54,2.4.1965,судовий експерт,проживає в місті Києві,40.2,-4.4,grey,0,0,no,grey,NA
Романій Михайло Дмитрович,"Політична партія ""ОПОЗИЦІЙНИЙ БЛОК""",NA,NA,185,Херсонська область,2019,185,Вілкул Олександр,5.85208134070778,5629,NA,"народився 13 вересня 1966 року в смт Верхній Рогачик Верхньорогачицького району Херсонської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, голова, фермерське господарство ""Керера-13"", член Політичної партії ""ОПОЗИЦІЙНИЙ БЛОК"", проживає в смт Верхній Рогачик Верхньорогачицького району Херсонської області, судимість відсутня, суб’єкт висування – Політична партія ""ОПОЗИЦІЙНИЙ БЛОК"".","Політична партія ""ОПОЗИЦІЙНИЙ БЛОК""",25.06.2019,M,53,13.9.1966,голова,проживає в смт Верхній Рогачик Верхньорогачицького району Херсонської області,40.2,-4.4,grey,0,0,no,blue,NA
Філіпчук Павло Ігорович,"Політична партія ""ОПОЗИЦІЙНА ПЛАТФОРМА – ЗА ЖИТТЯ""",NA,NA,185,Херсонська область,2019,185,Бойко Юрій,20.2613631638042,19489,NA,"народився 5 липня 1983 року в місті Золочів Львівської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, голова постійної комісії з питань бюджету та фінансів виконавчого апарату, Херсонська обласна рада, безпартійний, проживає в місті Каховка Херсонської області, судимість відсутня, суб’єкт висування – Політична партія ""ОПОЗИЦІЙНА ПЛАТФОРМА – ЗА ЖИТТЯ"".","Політична партія ""ОПОЗИЦІЙНА ПЛАТФОРМА – ЗА ЖИТТЯ""",24.06.2019,M,36,5.7.1983,голова постійної комісії з питань бюджету та фінансів виконавчого апарату,проживає в місті Каховка Херсонської області,40.2,-4.4,grey,0,0,no,blue,NA
Хлань Сергій Володимирович,Самовисування,NA,NA,185,Херсонська область,2019,185,NA,0,0,NA,"народився 29 червня 1972 року в місті Снігурівка Миколаївської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, народний депутат України, безпартійний, проживає в місті Каховка Херсонської області, судимість відсутня, самовисування.",Самовисування,03.06.2019,M,47,29.6.1972,народний депутат України,проживає в місті Каховка Херсонської області,40.2,-4.4,grey,1,11150,no,grey,NA
Цінський Денис Миколайович,"ПОЛІТИЧНА ПАРТІЯ ""РАДИКАЛЬНА ПАРТІЯ ОЛЕГА ЛЯШКА""",NA,NA,185,Херсонська область,2019,185,Ляшко Олег,8.16006154613881,7849,NA,"народився 29 квiтня 1974 року в місті Каховка Херсонської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, фізична особа – підприємець, член ПОЛІТИЧНОЇ ПАРТІЇ ""РАДИКАЛЬНА ПАРТІЯ ОЛЕГА ЛЯШКА"", проживає в місті Каховка Херсонської області, судимість відсутня, суб’єкт висування – ПОЛІТИЧНА ПАРТІЯ ""РАДИКАЛЬНА ПАРТІЯ ОЛЕГА ЛЯШКА"".","ПОЛІТИЧНА ПАРТІЯ ""РАДИКАЛЬНА ПАРТІЯ ОЛЕГА ЛЯШКА""",24.06.2019,M,45,29.4.1974,фізична особа – підприємець,проживає в місті Каховка Херсонської області,40.2,-4.4,grey,0,0,no,orange,NA
Демчук Олександр Анатолійович,Самовисування,NA,NA,186,Херсонська область,2019,186,NA,0,0,NA,"народився 18 червня 1981 року в смт Лазурне Скадовського району Херсонської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, директор, ПП ""САЛЕН-АВТО"", фізична особа – підприємець, безпартійний, проживає в смт Лазурне Скадовського району Херсонської області, судимість відсутня, самовисування.",Самовисування,22.06.2019,M,38,18.6.1981,директор,проживає в смт Лазурне Скадовського району Херсонської області,40.2,-4.4,grey,0,0,no,grey,NA
Журавко Георгій Володимирович,Самовисування,NA,NA,186,Херсонська область,2019,186,NA,0,0,NA,"народився 5 квiтня 1959 року в селі Павло-Мар’янівка Снігурівського району Миколаївської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, директор, КП ""ОЛЕШКИ"" Цюрупинської районної ради, безпартійний, проживає в місті Олешки Олешківського району Херсонської області, судимість відсутня, самовисування.",Самовисування,17.06.2019,M,60,5.4.1959,директор,проживає в місті Олешки Олешківського району Херсонської області,40.2,-4.4,grey,0,0,no,grey,NA
Зеленчук Василь Васильович,"політична партія Всеукраїнське об’єднання ""Батьківщина""",NA,NA,186,Херсонська область,2019,186,Тимошенко Юлія,11.450790252503,10911,NA,"народився 21 серпня 1960 року в смт Верховина Верховинського району Івано-Франківської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, перший заступник голови, Херсонська обласна рада, член політичної партії Всеукраїнське об’єднання ""Батьківщина"", проживає в селі Ольгине Горностаївського району Херсонської області, судимість відсутня, суб’єкт висування – політична партія Всеукраїнське об’єднання ""Батьківщина"".","політична партія Всеукраїнське об’єднання ""Батьківщина""",24.06.2019,M,59,21.8.1960,перший заступник голови,проживає в селі Ольгине Горностаївського району Херсонської області,40.2,-4.4,grey,0,0,no,orange,NA
Квятковський Богдан Костянтинович,Самовисування,NA,NA,186,Херсонська область,2019,186,NA,0,0,NA,"народився 26 червня 1973 року в селі Токареве Березнегуватського району Миколаївської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта середня спеціальна, тимчасово не працює, безпартійний, проживає в місті Херсоні, судимість відсутня, самовисування.",Самовисування,17.06.2019,M,46,26.6.1973,тимчасово не працює,проживає в місті Херсоні,40.2,-4.4,grey,0,0,no,grey,NA
Кліщевський Сергій Олександрович,Самовисування,NA,NA,186,Херсонська область,2019,186,NA,0,0,NA,"народився 10 липня 1976 року в селі Григорівка Чаплинського району Херсонської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, Григорівський сільський голова, безпартійний, проживає в селі Григорівка Чаплинського району Херсонської області, судимість відсутня, самовисування.",Самовисування,22.06.2019,M,43,10.7.1976,Григорівський сільський голова,проживає в селі Григорівка Чаплинського району Херсонської області,40.2,-4.4,grey,0,0,no,grey,NA
Ковальов Олексій Іванович,"ПОЛІТИЧНА ПАРТІЯ ""СЛУГА НАРОДУ""",NA,NA,186,Херсонська область,2019,186,Зеленський Володимир,38.9522070398589,37116,NA,"народився 19 сiчня 1989 року в місті Гола Пристань Херсонської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, директор, ПП ""ЛК-АГРО"", безпартійний, проживає в місті Гола Пристань Херсонської області, судимість відсутня, суб’єкт висування – ПОЛІТИЧНА ПАРТІЯ ""СЛУГА НАРОДУ"".","ПОЛІТИЧНА ПАРТІЯ ""СЛУГА НАРОДУ""",25.06.2019,M,30,19.1.1989,директор,проживає в місті Гола Пристань Херсонської області,40.2,-4.4,grey,0,0,yes,orange,NA
Кромп Олександр Петрович,Самовисування,NA,NA,186,Херсонська область,2019,186,NA,0,0,NA,"народився 20 сiчня 1975 року в селі Виноградове Цюрупинського району Херсонської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, начальник відділу з особливо важливих справ, ГУ ДФС у Херсонській області, Автономній Республіці Крим та місті Севастополі, безпартійний, проживає в місті Херсоні, судимість відсутня, самовисування.",Самовисування,25.06.2019,M,44,20.1.1975,начальник відділу з особливо важливих справ,проживає в місті Херсоні,40.2,-4.4,grey,0,0,no,grey,NA
Найденко Євген Кириллович,"Політична партія ""ОПОЗИЦІЙНИЙ БЛОК""",NA,NA,186,Херсонська область,2019,186,Вілкул Олександр,3.66580609953194,3493,NA,"народився 14 серпня 1958 року в місті Новозибков Брянської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, директор, ПВКП ""Велес-40"", член Політичної партії ""ОПОЗИЦІЙНИЙ БЛОК"", проживає в місті Херсоні, судимість відсутня, суб’єкт висування – Політична партія ""ОПОЗИЦІЙНИЙ БЛОК"".","Політична партія ""ОПОЗИЦІЙНИЙ БЛОК""",25.06.2019,M,61,14.8.1958,директор,проживає в місті Херсоні,40.2,-4.4,grey,0,0,no,blue,NA
Негой Федір Федорович,Самовисування,NA,NA,186,Херсонська область,2019,186,NA,0,0,NA,"народився 9 березня 1958 року в місті Татарбунари Одеської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, народний депутат України, безпартійний, проживає в селі Великі Копані Олешківського району Херсонської області, судимість відсутня, самовисування.",Самовисування,21.06.2019,M,61,9.3.1958,народний депутат України,проживає в селі Великі Копані Олешківського району Херсонської області,40.2,-4.4,grey,1,28900,no,grey,NA
Погомій Оксана Феліксівна,"Політична партія ""Європейська Солідарність""",NA,NA,186,Херсонська область,2019,186,Порошенко Петро,10.5041664042986,10009,NA,"народилася 20 вересня 1963 року в місті Херсоні, громадянка України, протягом останніх п’яти років проживає на території України, освіта вища, бухгалтер, ТОВ ""КайзенАгро"", член Політичної партії ""Європейська Солідарність"", проживає в місті Херсоні, судимість відсутня, суб’єкт висування – Політична партія ""Європейська Солідарність"".","Політична партія ""Європейська Солідарність""",24.06.2019,F,56,20.9.1963,бухгалтер,проживає в місті Херсоні,40.2,-4.4,grey,0,0,no,orange,NA
Рибалко Сергій Вікторович,"Політична партія ""ОПОЗИЦІЙНА ПЛАТФОРМА – ЗА ЖИТТЯ""",NA,NA,186,Херсонська область,2019,186,Бойко Юрій,16.4546732993304,15679,NA,"народився 16 листопада 1968 року в селі Чулаківка Голопристанського району Херсонської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, голова, фермерське господарство ""Аделаїда"", член Політичної партії ""ОПОЗИЦІЙНА ПЛАТФОРМА – ЗА ЖИТТЯ"", проживає в селі Чулаківка Голопристанського району Херсонської області, судимість відсутня, суб’єкт висування – Політична партія ""ОПОЗИЦІЙНА ПЛАТФОРМА – ЗА ЖИТТЯ"".","Політична партія ""ОПОЗИЦІЙНА ПЛАТФОРМА – ЗА ЖИТТЯ""",24.06.2019,M,51,16.11.1968,голова,проживає в селі Чулаківка Голопристанського району Херсонської області,40.2,-4.4,grey,0,0,no,blue,NA
Рищук Євген Миколайович,Самовисування,NA,NA,186,Херсонська область,2019,186,NA,0,0,NA,"народився 12 квiтня 1977 року в смт Сиваське Новотроїцького району Херсонської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, голова правління, громадська організація ""КІННИЙ КЛУБ ""ГРАН ПРІ"", безпартійний, проживає в місті Херсоні, судимість відсутня, самовисування.",Самовисування,14.06.2019,M,42,12.4.1977,голова правління,проживає в місті Херсоні,40.2,-4.4,grey,0,0,no,grey,NA
Санашвілі Олег Отарович,"ПОЛІТИЧНА ПАРТІЯ ""РАДИКАЛЬНА ПАРТІЯ ОЛЕГА ЛЯШКА""",NA,NA,186,Херсонська область,2019,186,Ляшко Олег,6.78588669899041,6466,NA,"народився 17 липня 1967 року в селі Нова Збур’ївка Голопристанського району Херсонської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, заступник директора, ТОВ ""Херсон-Ремстройлюкс"", член ПОЛІТИЧНОЇ ПАРТІЇ ""РАДИКАЛЬНА ПАРТІЯ ОЛЕГА ЛЯШКА"", проживає в селі Нова Збур’ївка Голопристанського району Херсонської області, судимість відсутня, суб’єкт висування – ПОЛІТИЧНА ПАРТІЯ ""РАДИКАЛЬНА ПАРТІЯ ОЛЕГА ЛЯШКА"".","ПОЛІТИЧНА ПАРТІЯ ""РАДИКАЛЬНА ПАРТІЯ ОЛЕГА ЛЯШКА""",24.06.2019,M,52,17.7.1967,заступник директора,проживає в селі Нова Збур’ївка Голопристанського району Херсонської області,40.2,-4.4,grey,0,0,no,orange,NA
Цегельник Олександр Якович,"ПОЛІТИЧНА ПАРТІЯ ""ВОЛЯ""",NA,NA,186,Херсонська область,2019,186,Дерев’янко Юрій,0.113342988476796,108,NA,"народився 22 серпня 1978 року в селі Комунарівка Скадовського району Херсонської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта професійно-технічна, фізична особа – підприємець, член ПОЛІТИЧНОЇ ПАРТІЇ ""ВОЛЯ"", проживає в селі Саги Олешківського району Херсонської області, судимість відсутня, суб’єкт висування – ПОЛІТИЧНА ПАРТІЯ ""ВОЛЯ"".","ПОЛІТИЧНА ПАРТІЯ ""ВОЛЯ""",19.06.2019,M,41,22.8.1978,фізична особа – підприємець,проживає в селі Саги Олешківського району Херсонської області,40.2,-4.4,grey,0,0,no,grey,NA
Яковлєв Олександр Юрійович,"Політична партія ""Об’єднання ""САМОПОМІЧ""",NA,NA,186,Херсонська область,2019,186,NA,0,0,NA,"народився 28 липня 1971 року в місті Горлівка Донецької області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, менеджер зі збуту, ФОП Яковлєва Т.В., член Політичної партії ""Об’єднання ""САМОПОМІЧ"", проживає в місті Скадовськ Херсонської області, судимість відсутня, суб’єкт висування – Політична партія ""Об’єднання ""САМОПОМІЧ"".","Політична партія ""Об’єднання ""САМОПОМІЧ""",18.06.2019,M,48,28.7.1971,менеджер зі збуту,проживає в місті Скадовськ Херсонської області,40.2,-4.4,grey,0,0,no,orange,NA
Бейдерман Броніслава Володимирівна,"Політична партія ""ОПОЗИЦІЙНА ПЛАТФОРМА – ЗА ЖИТТЯ""",NA,NA,187,Хмельницька область,2019,187,Бойко Юрій,5.19966157285062,4978,NA,"народилася 27 лютого 1958 року в місті Гайсин Вінницької області, громадянка України, протягом останніх п’яти років проживає на території України, освіта вища, вчителька математики, ліцей № 17 м. Хмельницького, член Політичної партії ""ОПОЗИЦІЙНА ПЛАТФОРМА – ЗА ЖИТТЯ"", проживає в місті Хмельницькому, судимість відсутня, суб’єкт висування – Політична партія ""ОПОЗИЦІЙНА ПЛАТФОРМА – ЗА ЖИТТЯ"".","Політична партія ""ОПОЗИЦІЙНА ПЛАТФОРМА – ЗА ЖИТТЯ""",24.06.2019,F,61,27.2.1958,вчителька математики,проживає в місті Хмельницькому,40.9,-4.4,grey,0,0,no,blue,NA
Галко Олександр Михайлович,Самовисування,NA,NA,187,Хмельницька область,2019,187,NA,0,0,NA,"народився 20 вересня 1978 року в місті Городок Хмельницької області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, старший викладач кафедри права, Хмельницький інститут соціальних технологій вищого навчального закладу ""Відкритий міжнародний університет розвитку людини ""Україна"", безпартійний, проживає в місті Хмельницькому, судимість відсутня, самовисування.",Самовисування,24.06.2019,M,41,20.9.1978,старший викладач кафедри права,проживає в місті Хмельницькому,40.9,-4.4,grey,0,0,no,grey,NA
Діденко Віталій Васильович,"політична партія Всеукраїнське об’єднання ""Свобода""",NA,NA,187,Хмельницька область,2019,187,Кошулинський Руслан,5.59867136008022,5360,NA,"народився 28 листопада 1975 року в місті Хмельницькому, громадянин України, протягом останніх п’яти років проживає на території України, освіта загальна середня, голова, Хмельницька міська організація Всеукраїнського Об’єднання ""Свобода"", член політичної партії Всеукраїнське об’єднання ""Свобода"", проживає в місті Хмельницькому, судимість відсутня, суб’єкт висування – політична партія Всеукраїнське об’єднання ""Свобода"".","політична партія Всеукраїнське об’єднання ""Свобода""",22.06.2019,M,44,28.11.1975,голова,проживає в місті Хмельницькому,40.9,-4.4,grey,0,0,no,orange,NA
Коваль Аліна Володимирівна,"Політична Партія ""ГОЛОС""",NA,NA,187,Хмельницька область,2019,187,NA,0,0,NA,"народилася 19 червня 1976 року в смт Ясне Волочиського району Хмельницької області, громадянка України, протягом останніх п’яти років проживає на території України, освіта вища, директор, ТОВ ""Компанія ""Інвол"", безпартійнa, проживає в місті Волочиськ Волочиського району Хмельницької області, судимість відсутня, суб’єкт висування – Політична Партія ""ГОЛОС"".","Політична Партія ""ГОЛОС""",22.06.2019,F,43,19.6.1976,директор,проживає в місті Волочиськ Волочиського району Хмельницької області,40.9,-4.4,grey,0,0,no,orange,NA
Мельник Сергій Іванович,Самовисування,NA,NA,187,Хмельницька область,2019,187,NA,0,0,NA,"народився 22 лютого 1965 року в селі Моломолинці Хмельницького району Хмельницької області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, народний депутат України, безпартійний, проживає в місті Хмельницькому, судимість відсутня, самовисування.",Самовисування,10.06.2019,M,54,22.2.1965,народний депутат України,проживає в місті Хмельницькому,40.9,-4.4,grey,1,15740,no,grey,NA
Миронов Руслан Сергійович,"Політична партія ""ОПОЗИЦІЙНИЙ БЛОК""",NA,NA,187,Хмельницька область,2019,187,Вілкул Олександр,1.43309274366232,1372,NA,"народився 26 листопада 1981 року в місті Хмельницькому, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, тимчасово не працює, безпартійний, проживає в місті Хмельницькому, судимість відсутня, суб’єкт висування – Політична партія ""ОПОЗИЦІЙНИЙ БЛОК"".","Політична партія ""ОПОЗИЦІЙНИЙ БЛОК""",25.06.2019,M,38,26.11.1981,тимчасово не працює,проживає в місті Хмельницькому,40.9,-4.4,grey,0,0,no,blue,NA
Неволько Вячеслав Анатолійович,"політична партія Всеукраїнське об’єднання ""Батьківщина""",NA,NA,187,Хмельницька область,2019,187,Тимошенко Юлія,14.4771613900582,13860,NA,"народився 26 березня 1965 року в селі Пальчики Бахмацького району Чернігівської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, помічник-консультант народного депутата України, безпартійний, проживає в місті Києві, судимість відсутня, суб’єкт висування – політична партія Всеукраїнське об’єднання ""Батьківщина"".","політична партія Всеукраїнське об’єднання ""Батьківщина""",24.06.2019,M,54,26.3.1965,помічник-консультант народного депутата України,проживає в місті Києві,40.9,-4.4,grey,0,0,no,orange,NA
Онищук Майя Іванівна,Аграрна партія України,NA,NA,187,Хмельницька область,2019,187,NA,0,0,NA,"народилася 1 травня 1977 року в місті Хмельницькому, громадянка України, протягом останніх п’яти років проживає на території України, освіта вища, артистка-солістка оркестру, академічний ансамбль пісні і танцю ""Козаки Поділля"" Хмельницької обласної філармонії, член Аграрної партії України, проживає в місті Хмельницькому, судимість відсутня, суб’єкт висування – Аграрна партія України.",Аграрна партія України,19.06.2019,F,42,1.5.1977,артистка-солістка оркестру,проживає в місті Хмельницькому,40.9,-4.4,grey,0,0,no,grey,NA
Слободян Олег Феліксович,"ПОЛІТИЧНА ПАРТІЯ ""СИЛА І ЧЕСТЬ""",NA,NA,187,Хмельницька область,2019,187,Смешко Ігор,11.2485246038627,10769,NA,"народився 11 вересня 1977 року в селі Дзвенигород Борщівського району Тернопільської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, помічник голови  –  прессекретар Департаменту апаратної роботи та комунікації, Адміністрація Державної прикордонної служби України, безпартійний, проживає в місті Бориспіль Київської області, судимість відсутня, суб’єкт висування – ПОЛІТИЧНА ПАРТІЯ ""СИЛА І ЧЕСТЬ"".","ПОЛІТИЧНА ПАРТІЯ ""СИЛА І ЧЕСТЬ""",25.06.2019,M,42,11.9.1977,помічник голови  –  прессекретар Департаменту апаратної роботи та комунікації,проживає в місті Бориспіль Київської області,40.9,-4.4,grey,0,0,no,orange,NA
